qs0,lnTe,m,Sr0,Srmax,td,vch,vr,k0,CD
2.23e-05,-0.796760267,0.558596054,1.340816132,0.021533902999999997,0.426084058,1985.845755,623.6027845,0.097213575,0.30488508
2.6700000000000002e-05,-0.831548231,0.44268830299999995,1.007269019,0.021239459,0.19999058399999997,1794.9756309999998,640.2119077000001,0.135212316,0.9585422929999999
2.49e-05,-1.91678939,0.579873467,3.2624618460000003,0.013033351,0.44973616,1164.67901,1077.1743490000001,0.13028162599999998,0.388209391
1.53e-05,-0.74232833,0.505953921,0.463506391,0.023188071,0.257293946,1365.882556,693.4444761,0.108055877,0.270760509
1.76e-05,-1.638370984,0.39094947700000005,1.00409876,0.02455878,0.286211005,847.3424712000001,795.9210068,0.14362798300000001,0.821176569
1.06e-05,-0.41540015700000005,0.573479333,3.239049521,0.028227666000000002,0.403347745,1841.116014,1002.129991,0.123702251,0.489418955
2.3899999999999998e-05,-1.4462243190000001,0.611096099,1.557352476,0.026400295,0.334738616,503.86681009999995,1868.7913829999998,0.063651552,0.06557749
2.35e-05,-1.160000234,0.5869503110000001,3.88377048,0.01721951,0.415725845,1305.7474730000001,1779.8469149999999,0.10153879800000001,0.652771289
1.88e-05,-0.26556708,0.33822841,1.7440861069999998,0.012197386000000001,0.21814942699999998,1352.9935679999999,1757.2636559999999,0.09476466199999999,0.091014237
1.83e-05,-1.8413337369999998,0.473341237,2.411722001,0.026108891000000002,0.05594134,1198.94662,1875.838063,0.132242405,0.779015764
2.6300000000000002e-05,-0.5010877020000001,0.607925707,1.97957173,0.012356543000000001,0.06815865,922.2847284,894.4786031,0.061043220999999995,0.710773997
2.52e-05,-1.732306301,0.6605980379999999,1.672385964,0.01877408,0.283769023,1456.267529,716.819664,0.077205814,0.052041854000000005
1.65e-05,-0.524804673,0.324409667,3.082813607,0.026552107999999998,0.41065558,993.8729624,1521.526568,0.097273416,0.518278492
1.01e-05,-0.7023979290000001,0.631930921,3.679663918,0.027270971,0.310857863,1789.5925730000001,1101.733242,0.133867975,0.201743683
2.71e-05,-1.5796179869999998,0.42127743100000004,3.8743204760000003,0.024593952999999998,0.163195648,1088.672182,616.6968496000001,0.056406895,0.16804117300000002
1.07e-05,-0.451860305,0.464772242,2.140665218,0.025974596000000003,0.136381998,636.6376993,1876.193696,0.092045172,0.512893905
1.64e-05,-1.896435855,0.603061583,2.357018235,0.012285339,0.231352478,1907.079638,1516.747141,0.068858127,0.52490375
2.0300000000000002e-05,-0.5497449529999999,0.615220979,2.078008403,0.026275867,0.49311905100000003,539.4845887,1479.352344,0.105040823,0.277398325
2.65e-05,-0.63131511,0.532127911,2.6187026469999997,0.01215149,0.399679002,1504.941136,805.1069661,0.092673583,0.940148118
1.15e-05,-1.081287211,0.332385961,0.09965746199999999,0.024949402000000002,0.37188403299999995,877.2813413999999,1314.541976,0.12864997,0.518152033
2.24e-05,-1.260826312,0.47055574899999997,2.660698022,0.02673348,0.253008003,1015.5786009999999,819.9255569000001,0.12282819,0.753084867
1.56e-05,-1.330562064,0.534943092,1.742619975,0.017762744,0.014968822,1124.614809,911.3093048000001,0.126544914,0.540318304
1.75e-05,-1.9114206130000002,0.50157773,1.4677649830000001,0.021339514,0.344204671,1741.927809,1052.451882,0.09949741,0.636259947
1.1e-05,-1.652942418,0.533366465,3.934596473,0.010198506999999999,0.30145427199999997,850.7157954,1450.216773,0.14122142699999998,0.601300006
2.3199999999999998e-05,-0.293103791,0.549134529,3.989610294,0.016818075,0.499353896,1865.614541,1598.249016,0.107816135,0.690209851
2.2100000000000002e-05,-1.281555512,0.684383306,2.496340243,0.014508842,0.04734945,1450.884137,528.6632662999999,0.127158979,0.22661047
2.64e-05,-1.220245458,0.30256920800000003,2.1482661380000003,0.025497494,0.368107456,569.2801820000001,564.1242942000001,0.142325869,0.971603276
2.8699999999999996e-05,-0.986187177,0.645823621,3.321691757,0.011287601000000001,0.461411012,1547.09341,853.4739357000001,0.06612393,0.23459741
2.95e-05,-1.011881793,0.317421873,1.584260872,0.026485167999999996,0.309069453,1116.417095,1402.915299,0.117104011,0.210614277
1e-05,-1.853442726,0.544961562,3.08695186,0.014346745,0.153191476,1762.313404,1202.734158,0.108320855,0.671640239
1.24e-05,-1.3737134530000001,0.338599705,1.335997915,0.013094765,0.38643252100000003,956.3542175000001,1254.420364,0.07271749400000001,0.852578093
1.4099999999999999e-05,-0.33006661,0.505827469,2.091864268,0.015383893999999999,0.45716407700000006,961.414151,888.0693497999999,0.14558536,0.32240827699999997
2.84e-05,-1.001892274,0.39160701200000003,0.275929825,0.025697643,0.49039970200000005,713.0185589,722.7711337999999,0.11651522800000001,0.46226528
2.6700000000000002e-05,-0.9499847029999999,0.34228541,1.32057837,0.015156998,0.07298661099999999,651.9418339,1960.731868,0.138375898,0.566230165
2.11e-05,-1.007738383,0.5096592910000001,0.152583052,0.01384867,0.039627647,1879.640339,1959.2472739999998,0.060307393,0.5436013120000001
1.05e-05,-0.607525711,0.576469105,3.277264147,0.025166388999999997,0.206102845,1335.409884,1402.7149279999999,0.100047228,0.42781804
2.11e-05,-0.703294795,0.48130762,1.5291869409999999,0.027435837999999997,0.452856356,631.1616787,1213.1433550000002,0.096672534,0.359459025
1.06e-05,-1.025776524,0.501368724,0.8505360759999999,0.025430326,0.07315067900000001,1685.8894289999998,1008.857747,0.06960351599999999,0.20475405
1.21e-05,-1.008943005,0.557489155,2.05712072,0.010511771000000001,0.27312828100000003,528.5086185,635.8387681,0.138974762,0.055816635999999996
1.22e-05,-0.812910419,0.32689519300000003,2.042945916,0.026660091,0.37231922100000003,550.9789586,1599.814561,0.125294331,0.134018521
1.93e-05,-0.971934648,0.30747712,0.925438392,0.020337701,0.313754922,1498.246855,854.681592,0.070277213,0.6545434929999999
2.8499999999999998e-05,-1.7942843569999998,0.366196504,0.627512992,0.028146076000000003,0.43321763799999996,1233.697891,650.7801307999999,0.08602426199999999,0.560854094
1.49e-05,-1.450682159,0.574027039,2.76244891,0.027570927000000002,0.043040233,1953.7106760000001,1125.911253,0.084502731,0.7997259879999999
1.07e-05,-0.566528951,0.463123636,3.968232141,0.024876662999999997,0.393034348,1431.518334,749.1499077999999,0.056237327999999996,0.362466183
1.3500000000000001e-05,-0.344004365,0.376982284,3.5801345469999997,0.022110407999999998,0.028345026000000002,560.9557619,1429.744266,0.055585337,0.262014458
1.99e-05,-0.238554989,0.464545813,1.006596749,0.023467359,0.40894114299999995,747.580854,1642.811632,0.14808927800000002,0.954598843
2.23e-05,-1.548146553,0.532230481,2.856074811,0.025334901,0.18810232600000001,879.7812286000001,1084.6232699999998,0.148586615,0.283731763
1.84e-05,-0.30325318100000004,0.518233324,3.673977859,0.027495778999999998,0.47436552600000004,1512.9887019999999,1726.8490329999997,0.124376776,0.37503151100000004
2.44e-05,-0.983242765,0.39460403200000005,3.4298775939999997,0.014950371,0.46110306700000003,1407.556632,1567.612163,0.078142764,0.365463893
1.52e-05,-1.379668608,0.32019526600000003,1.847816946,0.029225335,0.189085927,1979.810684,526.046287,0.142779016,0.24826046100000002
1.36e-05,-0.35259766299999995,0.490584322,0.9461581840000001,0.025060158,0.118772226,1991.557814,1962.620302,0.08426421099999999,0.43136492
1.4300000000000002e-05,-1.587618369,0.487747747,1.4220199759999999,0.02601287,0.399726477,808.8509743,1254.08443,0.14848962699999999,0.684210157
2.8699999999999996e-05,-1.9242440840000001,0.39641872799999994,1.919799414,0.012560911000000001,0.239434387,768.9742841,1615.55975,0.061978013,0.367299891
1.53e-05,-0.682057737,0.500742365,3.593072779,0.018049535,0.156710553,1762.4229670000002,1321.1106220000001,0.09772390800000001,0.3637552
2.5e-05,-0.628047134,0.408477075,1.222345396,0.010127897,0.027523811000000002,1298.982396,997.8429422,0.149562143,0.791531071
1.22e-05,-0.542986615,0.691292007,3.3090225560000004,0.021916812999999997,0.238358767,1193.40194,983.2699872999999,0.076751057,0.565087527
1.85e-05,-0.215284798,0.43836085799999996,1.621549916,0.022967038,0.33473531,781.1983835,501.51517530000007,0.12375201300000001,0.623001915
1.0199999999999999e-05,-1.05214246,0.518367172,0.737204145,0.026075638999999998,0.03549846,1250.193217,1625.198802,0.081845683,0.34943174200000005
2.2899999999999998e-05,-1.444069838,0.5126429370000001,0.596832118,0.020450783,0.48676813399999996,1924.2290460000002,1687.826373,0.147902061,0.078582705
2.7399999999999995e-05,-1.18562802,0.314158842,1.7795665719999998,0.029048252000000004,0.017436103,1288.3552619999998,931.2470274,0.149558172,0.72000566
2.58e-05,-0.29198867,0.47792219399999997,1.5373577390000002,0.01813443,0.170114918,1409.720102,1323.9161119999999,0.132400367,0.714044577
2.8199999999999998e-05,-0.7814409990000001,0.408074525,3.197072225,0.013129035,0.478713554,1970.733768,1630.126282,0.136567086,0.66096618
2.0399999999999998e-05,-0.509711413,0.600852182,1.611964476,0.027585965,0.046676481,730.4495662,601.8200999,0.101447243,0.22013170199999998
1.39e-05,-1.6738031130000002,0.460555473,3.1871047580000003,0.021240926,0.224078568,1370.573453,1962.2275719999998,0.120817028,0.392528781
2.9100000000000003e-05,-1.000035808,0.524522344,1.9859056830000001,0.023410814,0.324147416,1760.225502,513.8011836000001,0.06816579,0.853868382
1.7899999999999998e-05,-1.37653348,0.34257023700000006,3.52480118,0.013857445,0.479673106,1971.4754300000002,1157.520268,0.084541497,0.018177991
1.42e-05,-1.69457006,0.613350745,2.646337065,0.017214555,0.47452289200000003,540.9055685,1539.626262,0.08657521,0.42604984
1.3300000000000001e-05,-1.1467895879999999,0.67700855,0.467658535,0.015876533999999998,0.13272698900000002,1064.7176960000002,1023.5820369999999,0.079014319,0.247744835
1.18e-05,-0.268491547,0.5107384460000001,0.981462189,0.01756388,0.228435785,1302.889211,1014.589034,0.09508370699999999,0.09052345699999999
2.6600000000000003e-05,-1.147771293,0.561199796,1.537884895,0.029692007000000003,0.45494354200000003,1729.1478359999999,1786.6422280000002,0.129886203,0.54591899
