,observation,model #,parameter1,parameter2,parameter3,parameter4,prediction
0,-0.5764421026126936,0.0,-0.4319458714183893,-1.0615393126066386,0.47814977545248283,0.5743951646548202,-14.719465598855894
1,-0.5764421026126936,1.0,2.0867052449090835,-1.3189499280851171,0.8143860957369203,-0.9868875146899712,-12.205013425020283
2,-0.5764421026126936,2.0,0.9323052280788805,-1.2279856080451028,-0.6216863318099154,-0.5726736099461838,-12.987771067463607
3,-0.5764421026126936,3.0,0.25597283341471727,0.36502064097352876,0.1261549127343174,0.17020443410400476,-4.98193411260257
4,-0.5764421026126936,4.0,0.525164044578944,0.8785906454758016,1.036726704589383,-0.5047118811672242,-0.6012443772252274
5,-0.5764421026126936,5.0,0.0605581540468546,-0.7438596296646309,-1.4503418082538504,0.0017491343322238676,-10.647539532653084
6,-0.5764421026126936,6.0,-0.9782688685700127,1.717955206680332,-1.2722258704953688,-1.6892113556066986,6.318749280130114
7,-0.5764421026126936,7.0,-0.6262182874361767,-0.6550634296950054,0.055069126411400764,-0.22724645889912348,-8.0288809566208
8,-0.5764421026126936,8.0,0.7525466401353472,0.766608069969569,0.5163905467654173,0.5678031776664552,-5.441392833608928
9,-0.5764421026126936,9.0,-1.258260003003782,-1.4888293697065502,0.5156768336610883,0.02763336023529638,-16.27450299736028
10,-0.5764421026126936,10.0,-1.0398401936086197,0.5178495175359872,-0.9133034754139252,0.2971718390522698,-4.062759242269157
11,-0.5764421026126936,11.0,1.1211240320224267,0.36536512796131326,0.8602299069447344,-1.9534172374758374,3.3563241830132897
12,-0.5764421026126936,12.0,-0.6392840324627725,-0.3201804452435561,0.35836187461039076,0.7289130962038727,-9.57383244962507
13,-0.5764421026126936,13.0,0.840905452345153,2.194664213226879,-1.7420872980484308,-1.9994866692916748,6.577319816575816
14,-0.5764421026126936,14.0,-1.4440901252582536,1.2301835455340038,-0.1256505739538539,0.9117606374662052,-3.8055807903002705
15,-0.5764421026126936,15.0,0.4745202622043113,-0.30588682302366976,1.5891285993564088,0.03486090672379272,-7.1841875139992695
16,-0.5764421026126936,16.0,0.12142931291910602,-0.04864736942962582,0.7467513548783735,-0.34957282895813735,-4.353705116128344
17,-0.5764421026126936,17.0,0.3287517081988145,-0.3633137484122766,1.4795274958202735,0.5236386888607563,-9.43031942975253
18,-0.5764421026126936,18.0,1.83907782353209,-0.20487861094147117,0.5276692921728844,-0.7375959264065042,-4.2957442101371734
19,-0.5764421026126936,19.0,-0.3774886476215772,2.0609153135382408,2.5153415713465406,0.7256576301426557,-2.446709033755746
20,-0.5764421026126936,20.0,-0.34650369537437725,1.9914462652358187,-1.540022533083383,-1.3642805720761486,4.590013376133969
21,-0.5764421026126936,21.0,-1.6907257211198639,-1.6616209123633412,0.4363498619434354,-0.9608771278775763,-13.888847925517805
22,-0.5764421026126936,22.0,0.45541762520267587,1.4557477994962293,0.018293574037480113,0.7087705381568181,-4.530735517775665
23,-0.5764421026126936,23.0,-0.6696583154283787,-0.7802582151060546,1.7321300710670808,-0.5247915395248626,-7.240086863217508
24,-0.5764421026126936,24.0,1.344916512381824,0.3250273609261326,-1.3843331220731068,-0.8745915934467241,-1.8451451044639153
25,-0.5764421026126936,25.0,-1.3049374343774713,-0.38373029136013487,-1.0540150570352746,-0.32448783279662535,-5.245596476313679
26,-0.5764421026126936,26.0,1.8397921949693066,-1.2071635150444686,-0.9483273212122706,-0.32322007532618974,-14.104472562695879
27,-0.5764421026126936,27.0,-1.4311519740476337,1.571862760841985,-0.5567349654265547,0.04106565674644542,0.12284440271571287
28,-0.5764421026126936,28.0,0.028536262373227594,0.882379015281738,0.5577423782066839,-0.16334358087602677,-1.8153694723011924
29,-0.5764421026126936,29.0,1.1400238033281649,-0.814476083392215,0.5316732201769876,0.37052259005237037,-12.593232145728305
30,-0.5764421026126936,30.0,0.6884283221021236,-0.581107558448814,-0.1491663490863145,-0.8520842990560805,-5.989198462852848
31,-0.5764421026126936,31.0,-1.1874446186516383,-2.135773490522557,1.3982793139580023,0.616286029134623,-29.06634931259191
32,-0.5764421026126936,32.0,1.5327944346335918,0.994014414054116,-0.655835166389912,0.6694261197367641,-5.876039438141522
33,-0.5764421026126936,33.0,0.3710240898379514,-0.5772374638012981,0.23620346914712104,0.984518656858137,-13.040577387540793
34,-0.5764421026126936,34.0,0.35218206842179045,1.3080514436808974,-2.1604658107473744,0.6157729654892509,-5.020273206022017
35,-0.5764421026126936,35.0,-0.10501298591362553,-0.12293650941062657,-0.0037314571974264993,1.1738186963147417,-10.880550760953039
36,-0.5764421026126936,36.0,-0.8329688049077453,-0.7585996692443874,0.7737558854313767,-0.884339591357788,-5.728151988557714
37,-0.5764421026126936,37.0,-0.5837172889342533,-2.4723850304599058,1.879804902731419,0.5231648328206145,-37.02737712672952
38,-0.5764421026126936,38.0,-0.5197727563525332,0.9266825089724763,-0.8964309522551765,-0.9224138583312779,1.3473445644068023
39,-0.5764421026126936,39.0,0.958215290708099,0.319633990732141,0.2005242071028604,-0.48889460667555723,-2.811391971439032
40,-0.5764421026126936,40.0,0.1843903225608402,-0.13529320030771366,0.46538466683905655,-0.39661539509483756,-4.716008814931522
41,-0.5764421026126936,41.0,-1.061668894016318,-1.3265088223343815,0.2166514843181575,-0.41005621250941704,-12.927104366931982
42,-0.5764421026126936,42.0,-1.996632912370292,-0.573730275874371,0.1945884096564561,-0.29535682228771565,-4.691967293365077
43,-0.5764421026126936,43.0,-0.5974952676752843,-1.494555186785219,-1.44765669282503,1.7546684302225384,-24.725034039724825
44,-0.5764421026126936,44.0,0.8253383725975316,0.5846157618615113,-0.3785907361163889,-1.4125984426712483,1.6556536176657297
45,-0.5764421026126936,45.0,-1.4323297226097005,-0.7940789549472698,0.11612896986625579,1.1636694128210587,-13.480817290407126
46,-0.5764421026126936,46.0,1.0875442389214809,-0.2911228844062988,-0.6338421278672697,-2.418204508617371,1.7959453573884767
47,-0.5764421026126936,47.0,-0.5376316173450413,-1.187648979019986,-0.5303359771331075,-0.10117624438253991,-13.488224731533844
48,-0.5764421026126936,48.0,0.12863455344938204,-0.3478290204785064,-2.100831352126735,0.3758049903944172,-9.70306660835511
49,-0.5764421026126936,49.0,-0.04571062478805614,0.02423959564558767,-0.6545915110590104,-0.5724937828915638,-3.429802526506735
50,-0.5764421026126936,50.0,0.14999775610840418,0.5955578118482937,1.436377585066282,-1.962588915185401,4.770597280436904
51,-0.5764421026126936,51.0,-0.25890269072080707,0.8724470883558433,0.4595467256691685,1.3464020310780456,-7.692639660538045
52,-0.5764421026126936,52.0,1.9559631747155637,0.18451158828388348,1.5334706940092955,-0.9136162705129258,-1.4940578762995642
53,-0.5764421026126936,53.0,-0.9312823968771413,-0.13378802954415306,1.2658381113537627,-0.05914440459475478,-4.791172099083069
54,-0.5764421026126936,54.0,1.0607332319360738,-1.0946949573008486,0.561366175267299,0.6224765898836214,-16.079969495349065
55,-0.5764421026126936,55.0,0.6631170837052301,0.6972689660125331,-0.5234160161540712,0.3392913150223641,-4.994268312191037
56,-0.5764421026126936,56.0,-0.8972267247595184,0.04089948669336346,-1.287096878875509,-1.1076882942979176,-0.5732182989995893
57,-0.5764421026126936,57.0,0.48671263349067834,-0.05503690259957415,1.7468804681101016,0.13305712410212256,-6.220419477686565
58,-0.5764421026126936,58.0,0.8790770323575195,0.3910585964323437,-1.2880522457397996,-0.3970007955044771,-3.338496351917606
59,-0.5764421026126936,59.0,0.25862288575974524,-1.31058881899437,-0.5994162444809332,-0.10286161616703196,-15.468676652242081
60,-0.5764421026126936,60.0,1.0088764544946534,1.7992390506224276,0.8671225773244312,-0.8895496815084832,2.3997612729427695
61,-0.5764421026126936,61.0,0.1540903863683943,-0.35642905894256316,-1.5653383151838771,0.9505083990253534,-11.907956975450762
62,-0.5764421026126936,62.0,0.30033178962142915,0.18357028118500726,-0.0929773843061525,0.11373699720770614,-5.540917221603797
63,-0.5764421026126936,63.0,1.721748790696311,-0.3929007087538917,1.1143370438273448,1.511707690021546,-14.162887022114854
64,-0.5764421026126936,64.0,-0.23702492509957937,0.4747420650967783,-0.006380365055661959,0.6087288372963047,-6.055572574079683
65,-0.5764421026126936,65.0,-0.06743162278348189,-0.23930222524636816,-0.28261947613400884,0.7798420992992575,-10.025781998951894
66,-0.5764421026126936,66.0,-0.07477454102107353,-1.1045853151594855,-2.4092888897784643,-1.9150447637271093,-6.345215142866123
67,-0.5764421026126936,67.0,-0.23343119908532356,-0.2910320008658841,0.3362597415205597,-0.3980710608245038,-5.287978048199036
68,-0.5764421026126936,68.0,1.0342074538971402,-1.2349360586854143,-0.7743903693407271,-0.39779848163424675,-13.844233498098143
69,-0.5764421026126936,69.0,-0.05872838929332034,-0.05331131033104834,-1.0410706005006483,0.1759096153339174,-6.89203778053677
70,-0.5764421026126936,70.0,1.0795408424328148,-0.7402378012604881,0.4936078180434647,0.0527875791514528,-10.726229634311236
71,-0.5764421026126936,71.0,1.5370120545099124,-0.315943552659582,0.5049467372124893,0.13093981812416816,-8.326513702368342
72,-0.5764421026126936,72.0,0.9961355724164423,-0.1512861832135143,0.22609987556098485,0.8993153842202616,-10.431817871363156
73,-0.5764421026126936,73.0,0.9338599233797376,-2.8966518010942637,0.4847227273027326,-2.025747514588194,-40.874543791860475
74,-0.5764421026126936,74.0,-0.6561044921818674,0.49893392206300646,0.7134582277021142,0.4034221056204649,-4.541358985716812
75,-0.5764421026126936,75.0,1.1286685221153394,0.3430818242351816,1.2886774181430185,0.8545592804470603,-7.829999352638445
76,-0.5764421026126936,76.0,0.6119180116738445,0.03015401156476154,0.16593383562123729,-0.14185454105989087,-5.257247114552841
77,-0.5764421026126936,77.0,-0.946096264723545,-1.270220786526403,0.15749630941995632,-0.9344127120006107,-10.36834626097821
78,-0.5764421026126936,78.0,3.056734207464581,-0.9645413198241278,-0.9736957123581342,-0.5258745816384524,-11.078050598968657
79,-0.5764421026126936,79.0,0.014260073073570929,0.1957915386203444,-1.2825121111675475,-1.0190296121069835,-1.1390957528765489
80,-0.5764421026126936,80.0,-0.014279393286977457,0.1928172064980359,1.3637640771032111,-0.17214649495022438,-3.7249753288058494
81,-0.5764421026126936,81.0,-0.6674382884290819,-0.268798930824438,-0.20052708966336208,-0.4566668000799077,-4.677269890548448
82,-0.5764421026126936,82.0,0.3207199040772436,0.4693626880162579,-1.6799981253568508,0.8411459004314222,-7.883136774156673
83,-0.5764421026126936,83.0,-0.04555192793738088,0.7581765607069977,-1.0546840159351956,-0.24209188261884002,-2.2575806502392757
84,-0.5764421026126936,84.0,-1.6014016482433493,0.8201382847106714,-0.2602371329980166,-0.6172857622382303,1.6495339852910726
85,-0.5764421026126936,85.0,-0.19191373382179594,0.49993793260785097,0.14931006457023827,-0.24871581992031358,-2.5323137779931146
86,-0.5764421026126936,86.0,-0.019405028642318668,-0.7289146593614768,-0.3708061881263938,0.3517222172567181,-11.553867754765227
87,-0.5764421026126936,87.0,-0.21093788547385184,0.793284213106072,1.2042803435798435,-1.406962024372561,3.299712436987257
88,-0.5764421026126936,88.0,-0.45704519221445405,-0.8852713789627913,0.13686900245767,-0.43568183268093036,-9.157564809683254
89,-0.5764421026126936,89.0,0.6756204637377242,0.6268489877687462,-1.33306471380281,-0.7491907448030182,-1.094355402399203
90,-0.5764421026126936,90.0,-1.7450234296693408,0.9665296564656776,0.20038919675708802,-0.6477532454426413,2.5915624341785355
91,-0.5764421026126936,91.0,-0.15830495605483574,-0.7381248216309719,-1.3720537917802893,-1.7893100118926826,-3.2584435445208664
92,-0.5764421026126936,92.0,0.6812358173744273,-0.7470566192443634,0.3033864341008886,-2.017519775777166,-2.4043750663221406
93,-0.5764421026126936,93.0,-0.1574084650370283,1.7530236461431263,0.4944738183771694,-0.017158386750158374,-0.6456046125308806
94,-0.5764421026126936,94.0,0.06734252490524471,-0.051863761247713865,-0.04534987032220119,-1.31051593940719,-0.7278348508531574
95,-0.5764421026126936,95.0,0.32320075143500515,1.3167730304228482,-0.5012705440928557,0.5221608381886049,-4.115942208657081
96,-0.5764421026126936,96.0,-0.5826844525082414,-0.8123883046751129,0.1500946302756693,-0.12688175758254114,-9.657252541044755
97,-0.5764421026126936,97.0,2.18640205284471,1.3356461905297718,-0.9357378307520343,-0.37329600407341246,-1.2092690906835717
98,-0.5764421026126936,98.0,2.4224964129608977,-0.6516485474534488,1.080316682836624,0.6092675098161104,-12.39952384586812
99,-0.5764421026126936,99.0,-1.4095290892689485,-0.27376870941939296,-0.21428349400692556,-0.7269656120548044,-2.5596638337748074
100,-0.5764421026126936,100.0,-1.4552675730974005,1.6461885729499761,-0.8612691690798834,0.690754272870516,-2.4092109057930733
101,-0.5764421026126936,101.0,0.680173669139968,0.47837465531998025,-0.7793867191449619,0.5982763206553222,-6.7880700112401104
102,-0.5764421026126936,102.0,0.5135071526329319,-0.149813704283728,-0.7694389070412037,-0.4386929789466033,-5.1717170104477646
103,-0.5764421026126936,103.0,0.23783443493625053,0.2551430095885179,0.8179367825073877,1.610650719491323,-10.935231710831996
104,-0.5764421026126936,104.0,0.7017971965849171,0.5589169928471986,0.9007858259525913,0.255089041922639,-4.660724867722223
105,-0.5764421026126936,105.0,-0.776101263435937,0.7062511894586286,1.2699537360563669,-0.3797044185989909,-0.47377081281835176
106,-0.5764421026126936,106.0,0.3260016174374558,0.5446589359744936,1.4676771224305225,0.3541068735481403,-4.7487363677470285
107,-0.5764421026126936,107.0,-0.3998611018544789,0.9270683275265881,1.6379844346052186,-0.4494998144789915,0.10260226301214659
108,-0.5764421026126936,108.0,-0.15291300965916602,0.18799675949038036,0.32036585867914225,0.5918297933964142,-7.011555761751275
109,-0.5764421026126936,109.0,0.15731407234506697,1.127265392083186,-0.13795735669900216,-1.3671421430805746,3.271990137104049
110,-0.5764421026126936,110.0,1.1937012694110598,1.52029484376705,1.7569191253024834,1.864402855438261,-8.817453611571022
111,-0.5764421026126936,111.0,1.5052447244828546,-0.310949103823677,0.02234398135161778,-0.6393551020179165,-5.353762856688209
112,-0.5764421026126936,112.0,-0.03107740107169831,-0.3469502227041611,0.671860516795353,0.9871187544132694,-11.204269447445432
113,-0.5764421026126936,113.0,0.05186222970979288,-0.024907288611175287,-0.5184110541731387,1.0870738756988716,-10.321890570840752
114,-0.5764421026126936,114.0,1.1932897433678349,0.7214923497985514,-0.2521565260642977,0.3224977258399904,-4.97146514240661
115,-0.5764421026126936,115.0,-0.7476935021488169,-1.1007816092199887,1.787528090586547,-1.2999626343856432,-6.882841807687828
116,-0.5764421026126936,116.0,-1.7534773795351621,1.3374857864262646,0.5442784439993,0.08610550494063143,0.5524998803822759
117,-0.5764421026126936,117.0,0.6439499051383761,-0.015126130272073829,0.6014236824116411,-0.41282883279229504,-4.265231075742619
118,-0.5764421026126936,118.0,1.2833790756861783,0.3217957187706332,-1.3213035410449883,1.6357318877942209,-11.862309204145653
119,-0.5764421026126936,119.0,1.6306250110675506,-1.5882228328196941,-0.13934058426041837,2.3127811313602393,-29.01522734208099
120,-0.5764421026126936,120.0,-0.29028313119701177,-0.7743878611635138,1.5882512739487449,2.2249293587562198,-18.603456096428896
