,observation,model #,parameter1,parameter2,parameter3,parameter4,prediction
0,-1.2832551519140505,0.0,-0.3267167511034118,-0.3426601343583065,1.191428226113226,-0.24459304350388497,2.2742541068636575
1,-1.2832551519140505,1.0,0.5356361663361175,0.5917546590472287,1.010592297249805,0.8586425946223419,1.9963240403279947
2,-1.2832551519140505,2.0,2.585995709024175,0.15227535137584935,-0.07910103573043586,1.2099181350786123,0.16358398845133532
3,-1.2832551519140505,3.0,0.4404330969100353,-0.07336667491027504,-0.5878589650429021,0.9420430800577421,0.11237105162211591
4,-1.2832551519140505,4.0,-0.7976683013511653,0.37861268529554054,0.9243440752633235,1.560654320215394,2.851939831623744
5,-1.2832551519140505,5.0,0.17857102022653196,0.3948455996573975,0.49987719070819076,1.6727018462554746,1.580877731374984
6,-1.2832551519140505,6.0,0.37629739463104195,-0.3461335692863522,-1.0110713822569588,0.3003748244966327,-0.4137258863507147
7,-1.2832551519140505,7.0,-2.0304811014442685,0.7732989152193033,-0.35180124837728294,2.2489378634331842,4.120258863607937
8,-1.2832551519140505,8.0,0.2475464542319839,0.17217242596049875,0.4153884267838111,1.3473574402334738,1.3438023576618112
9,-1.2832551519140505,9.0,-0.3230873677570566,0.8608554982838449,-0.9220504822337693,-1.8978570132017492,0.7593821039722598
10,-1.2832551519140505,10.0,0.015389224221620819,0.8794117620829102,-0.6157437969820846,-1.1426852495438364,0.8133517773435935
11,-1.2832551519140505,11.0,0.6385311485609436,0.13518883099994383,0.5531984127231395,0.3029194413698186,1.2631594570682898
12,-1.2832551519140505,12.0,-0.3901902466835258,0.0367929414808373,-0.44453198384046183,0.3235824469006001,0.8844307023575755
13,-1.2832551519140505,13.0,-0.05601405938609124,-0.17356308055249398,-0.729666788704775,-0.4205595536310163,0.22314123717790546
14,-1.2832551519140505,14.0,0.27213070819655083,-1.3678853378802962,-0.5969240036842245,-0.42393690702317977,-0.45277104016772063
15,-1.2832551519140505,15.0,0.19950103862742435,2.137933659952956,-0.9170157061536797,0.17508893041615978,1.0228028222962995
16,-1.2832551519140505,16.0,-0.1760859118168435,0.9892842369201524,-0.5674359244013131,1.099613107420328,1.0570206865517897
17,-1.2832551519140505,17.0,-1.4026561736633285,-1.7589451964984786,-1.2692080618007127,-0.25203444593480556,0.4951983799293307
18,-1.2832551519140505,18.0,0.8897892224352798,-1.6225277405170062,-0.960602248843763,-0.9745860220573946,-1.2321731575356245
19,-1.2832551519140505,19.0,-1.9779021103194125,-0.831617691174747,-1.7467115316085722,1.1119283830025246,1.77667810299587
20,-1.2832551519140505,20.0,-0.7016329995016567,1.6538015808437994,1.0692340271886438,0.2975123865005708,3.522479442984265
21,-1.2832551519140505,21.0,0.3266316563613901,1.3907502375496972,0.14301608051546194,1.507257306752655,1.6357872380931369
22,-1.2832551519140505,22.0,-1.5386621351670753,-1.2533356955936463,0.812917517432472,-1.3604705964637682,3.0914993085263376
23,-1.2832551519140505,23.0,1.5016462540715982,-1.2964647063495867,0.8894194631213542,-0.22734867436544942,0.5943372921434289
24,-1.2832551519140505,24.0,0.21785304591610466,1.0770917812059027,-1.0221288005003701,-1.5697713076668718,0.3762611562971605
25,-1.2832551519140505,25.0,-0.7859296797339503,-0.5403553415261277,-0.4374614748824679,0.6963527157120261,1.016563900729378
26,-1.2832551519140505,26.0,1.1996224488108942,0.6931391765922007,1.1418972429190848,-0.37322384004451137,1.9238560386763894
27,-1.2832551519140505,27.0,-0.3046401708783455,-1.248871716483845,-0.11797617945789457,2.551671084843342,0.49269850647762287
28,-1.2832551519140505,28.0,0.029698529528466706,0.41263128066250343,-0.7688219669903099,-0.14457913753823098,0.41711865531552406
29,-1.2832551519140505,29.0,0.013573601733293687,1.23055370433162,-0.33105708109547044,0.7809449719326214,1.2748553887896465
30,-1.2832551519140505,30.0,-0.5605297190314044,-0.395320298697957,-0.4329303232468689,-0.4014521977008269,0.8442201563095713
31,-1.2832551519140505,31.0,-0.2897985856158337,0.07642563017463215,0.3555261682462609,-3.491425798241161,1.6162085803603359
32,-1.2832551519140505,32.0,0.3412575741991101,-0.8753125476592346,0.7184588363030546,0.48872647078504494,1.0701555080202045
33,-1.2832551519140505,33.0,-0.5255516040018745,0.5431886832930087,-0.16988064407221434,1.2545394279285969,1.5411975486090228
34,-1.2832551519140505,34.0,-0.5502005261882809,0.9211954501949736,-0.9379671241985419,-0.5397711411753346,0.9869198103522934
35,-1.2832551519140505,35.0,0.2963480816875983,-0.18354622104661578,-0.5707602017486993,-2.2358390983931713,0.15177775676466798
36,-1.2832551519140505,36.0,-0.9348020641834218,0.6949143779375668,-0.9105678738859576,1.0216815838781501,1.3485176594434956
37,-1.2832551519140505,37.0,-0.641926557132825,-0.7916525490908699,0.23679810331898693,-1.0544273029766824,1.4013833516722962
38,-1.2832551519140505,38.0,0.9099839150040577,-0.3224893914722084,0.2304448578741426,1.7589204625536896,0.6013911868728475
39,-1.2832551519140505,39.0,-0.7949551291492586,-0.8479169848710209,0.985823488996847,-0.3770579077404894,2.2968884071482796
40,-1.2832551519140505,40.0,-0.5924523126072752,0.15924087898771097,-1.2776944192220148,1.5481979921630316,0.3097335823669103
41,-1.2832551519140505,41.0,0.9554586112239801,1.6695350569628997,-0.36411884908005493,-1.1387627309031325,0.9863263167690657
42,-1.2832551519140505,42.0,0.7845826656429143,-0.5384054244243176,0.8202749213850468,-0.18166948287866588,1.1315920714581085
43,-1.2832551519140505,43.0,-0.5207628853516526,0.8224776973328164,-0.3723387021832911,0.3519490238286099,1.473613858836724
44,-1.2832551519140505,44.0,0.7501502009632078,-0.6301318078568783,0.15270510485762268,-0.599441745398625,0.43218085665948436
45,-1.2832551519140505,45.0,-1.2325695021355159,0.17361545893002284,-0.562262457804806,0.4466731506257885,1.8743966320305496
46,-1.2832551519140505,46.0,-0.10139849219450016,-0.7371164959125986,-1.3054660328820893,-1.5925992578344972,-0.6012113792762553
47,-1.2832551519140505,47.0,-1.2339260623445976,-0.4525650177011305,0.06423984523852101,-1.0374158239494047,2.1900192914645786
48,-1.2832551519140505,48.0,-0.7915254541801927,1.238268026594611,-0.45039328651752114,-0.1056865109086261,1.8996444178521823
49,-1.2832551519140505,49.0,0.4861669564968017,0.8046223959621882,0.28220223843237435,0.945484136578476,1.3984328028531572
50,-1.2832551519140505,50.0,-1.6652503727581773,-0.6991150924069442,-0.09792344334843175,0.05289302397080324,2.724205940081572
51,-1.2832551519140505,51.0,-0.5108889157698914,-1.091214207947615,0.31139353803724995,-0.37221428831148307,1.1907143277878995
52,-1.2832551519140505,52.0,0.3023160454328844,2.2938987511655458,1.9393632659929216,1.1247694122082201,3.897262126232219
53,-1.2832551519140505,53.0,0.33099747133033375,-2.6209100310060824,-2.0652430124640304,-1.3866743547454166,-2.5807113836142292
54,-1.2832551519140505,54.0,0.17766972973799233,0.8108810264833307,0.8418383490615499,0.9063885535552585,2.131408770437088
55,-1.2832551519140505,55.0,0.0731697117928032,0.2559309590280247,0.10316207197247912,-1.3974933344925622,1.1816748282719935
56,-1.2832551519140505,56.0,-0.6885140541188998,-0.20613599294994284,1.3156734458303017,0.5525923780707468,2.8242281747731477
57,-1.2832551519140505,57.0,0.23074449246931,-0.6564261484218356,-0.7630362574288009,-0.23204910615839525,-0.23905432250757042
58,-1.2832551519140505,58.0,0.2198925132212578,-0.08721836997615598,0.5507225934893026,-0.9228532121353559,1.3657428140165444
